"","indic","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","indicatorName","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","men","girl","women","boy","Gender","SiteType","StartDate","poptype","indic2","X","Indicator"
"4867"," # who attend remedial and catch-up classes","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,83,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/04/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4868"," # who attend remedial and catch-up classes","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,190,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/09/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4869"," # who attend remedial and catch-up classes","Jarash",840922,4054,698809661,"Jarash City",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,58,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","North","Qasabat Jarash","Jarash",,,"We work at two different distracts in Jarsh  ","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1708","JARASH","1","North","","Girls","","","Girls","   Urban areas - ","01/10/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4870"," # who attend remedial and catch-up classes","Ma'an",80979400,4054,1134225223,"Liwa al Batra",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,30,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","South","Al Petra","Al Petra",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1709","MAAN","3","South","","Girls","","","Girls","   Urban areas - ","01/11/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4871"," # who attend remedial and catch-up classes","Aqaba",485938420,4054,369762710,"Liwa Qasabat al Aqabah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,56,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","South","Qasabat Al Aqabah","Al Aqabah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1703","AL AQABAH","3","South","","Girls","","","Girls","   Urban areas - ","01/10/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4872"," # who attend remedial and catch-up classes","Irbid",1103006996,4054,1010756749,"Liwa al Kurah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,297,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/10/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4873"," # who attend remedial and catch-up classes","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,117,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","","Girls","","","Girls","   Urban areas - ","01/06/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4874"," # who attend remedial and catch-up classes","Karak",464909691,4054,1807848371,"Liwa al Mazar al Janubi",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,117,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","South","Al Mazar Al janoubi","Al Mazar",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1704","KARAK","3","South","","","","Boys","Boys","   Urban areas - ","01/07/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4875"," # who attend remedial and catch-up classes","Amman",383103331,4054,1633208053,"Liwa Marka",1495,"EAC","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,8,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","Central","Marka","Marka",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/06/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4876"," # who attend remedial and catch-up classes","Irbid",1103006996,4054,1010756749,"Liwa al Kurah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,88,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-03",1064,"Remedial  classes","Individual","2014-03","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/03/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4877"," # who attend remedial and catch-up classes","Irbid",1103006996,4054,1010756749,"Liwa al Kurah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,263,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-06",1064,"Remedial  classes","Individual","2014-06","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/06/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4878"," # who attend remedial and catch-up classes","Amman",1169031761,4054,1555026013,"Liwa al Jizah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,50,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","Central","Al Jiza","Al Jiza",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","Girls","","","Girls","   Urban areas - ","01/10/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4879"," # who attend remedial and catch-up classes","Tafileh",1578172149,4054,1015223850,"Liwa Qasabat at Tafilah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,51,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-03",1064,"Remedial  classes","Individual","2014-03","South","Qasabat At Tafilah","At Tafilah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1706","TAFILAH","3","South","","Girls","","","Girls","   Urban areas - ","01/03/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4880"," # who attend remedial and catch-up classes","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,55,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","","","Boys","Boys","   Urban areas - ","01/04/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4881"," # who attend remedial and catch-up classes","Irbid",1103006996,4054,1010756749,"Liwa al Kurah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,283,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/07/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4882"," # who attend remedial and catch-up classes","Aqaba",485938420,4054,369762710,"Liwa Qasabat al Aqabah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,52,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","South","Qasabat Al Aqabah","Al Aqabah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1703","AL AQABAH","3","South","","","","Boys","Boys","   Urban areas - ","01/05/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4883"," # who attend remedial and catch-up classes","Amman",610214782,4054,495812323,"Liwa Al Quaysmh",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,204,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","Central","Al Quaysmh",,,,"This Entry I s For Al Quwaismeh And Azuhour","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","","","Boys","Boys","   Urban areas - ","01/12/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4884"," # who attend remedial and catch-up classes","Al Balqa",1695518613,4054,157526107,"As Salt City",1025,"MECI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,63,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","Central","Qasabat As Salt","As Salt",,,"The Program targets the children of Syrian Refugees who are either not attending school, or have never attended schools. Curriculum focuses on enhancing skills in Arabic, English, Math (in Arabic) and Science (also in Arabic), for three different levels based on ability.
The Program will also include Jordanian school children with poor academic performance and which the schools where the Program is being implemented have recommended for additional tuition, in addition to children from the local community who have either dropped out of school, and will be enrolling during the next academic year, or those who are performing poorly, and feel they need for additional skills-enhancement activities. The ages of the children range from 6 to 12 years.","Direct appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","Girls","","","Girls","   Urban areas - ","01/04/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4885"," # who attend remedial and catch-up classes","Irbid",1103006996,4054,1010756749,"Liwa al Kurah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,88,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","Girls","","","Girls","   Urban areas - ","01/10/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4886"," # who attend remedial and catch-up classes","Irbid",1764971968,4054,1800720415,"Irbid City",436,"WVI","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,102,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","North","Qasabat Irbid","Qasabat Irbid",,,"This project aims to provide supplementary education classes to support Syrian and Jordanian children to be able to follow formal schooling through tutoring classes following the public school curriculum. The age group of beneficiaries is 6-13 years old living in Irbid city. It was planned under RRP5 and implemented using funds from private donors. ","Appeal outside of RRP6","WVI","No"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/04/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4887"," # who attend remedial and catch-up classes","Al Balqa",640254462,4054,216998920,"Liwa Qasabat As Salt",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,65,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","Central","Qasabat As Salt","As Salt",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","Girls","","","Girls","   Urban areas - ","01/05/2014","Urban"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4888"," # who attend remedial and catch-up classes","Irbid",1103006996,4054,1010756749,"Liwa al Kurah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,190,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/05/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4889"," # who attend remedial and catch-up classes","Jarash",840922,4054,698809661,"Jarash City",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,336,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","North","Qasabat Jarash","Jarash",,,"We work at two different distracts in Jarsh  ","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1708","JARASH","1","North","","Girls","","","Girls","   Urban areas - ","01/11/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4890"," # who attend remedial and catch-up classes","Al Balqa",640254462,4054,216998920,"Liwa Qasabat As Salt",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,30,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Qasabat As Salt","As Salt",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1702","BALQA","2","Center","","Girls","","","Girls","   Urban areas - ","01/08/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4891"," # who attend remedial and catch-up classes","Irbid",145766234,4054,1693518418,"Liwa ar Ramtha",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,126,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/05/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4892"," # who attend remedial and catch-up classes","Karak",464909691,4054,1807848371,"Liwa al Mazar al Janubi",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,70,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","South","Al Mazar Al janoubi","Al Mazar",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1704","KARAK","3","South","","","","Boys","Boys","   Urban areas - ","01/11/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4893"," # who attend remedial and catch-up classes","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,137,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","","Girls","","","Girls","   Urban areas - ","01/08/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4894"," # who attend remedial and catch-up classes","Karak",464909691,4054,1807848371,"Liwa al Mazar al Janubi",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,241,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","South","Al Mazar Al janoubi","Al Mazar",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1704","KARAK","3","South","","Girls","","","Girls","   Urban areas - ","01/11/2014","other Affected"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4895"," # who attend remedial and catch-up classes","Aqaba",485938420,4054,369762710,"Liwa Qasabat al Aqabah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,41,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","South","Qasabat Al Aqabah","Al Aqabah",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1703","AL AQABAH","3","South","","","","Boys","Boys","   Urban areas - ","01/07/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4896"," # who attend remedial and catch-up classes","Irbid",1103006996,4054,1010756749,"Liwa al Kurah",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,277,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","North","Al Koura","Al Koura",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1707","IRBID","1","North","","","","Boys","Boys","   Urban areas - ","01/08/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
"4897"," # who attend remedial and catch-up classes","Amman",610214782,4054,495812323,"Liwa Al Quaysmh",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,127,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","Central","Al Quaysmh",,,,"This Entry I s For Al Quwaismeh And Azuhour","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1705","AMMAN","2","Center","","","","Boys","Boys","   Urban areas - ","01/08/2014","Camp"," # who attend remedial and catch-up classes",18,"# who attend remedial and catch-up classes"
