"","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","Indicator","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","StartDate","men","women","boy","girl","Gender","SiteType"
"367","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23725,2,"Syrian Men in Urban - # referred for secondary and tertiary level","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/01/2014","Men","","","","Men","   Urban areas - "
"368","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23727,1,"Boys - Other affected Population - # referred for secondary and tertiary level","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/02/2014","","","Boys","","Boys","   Urban areas - "
"374","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23728,3,"Women - Other affected Population - # referred for secondary and tertiary level","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/04/2014","Men","Women","","","WomenMen","   Urban areas - "
"375","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23722,7,"Syrian Girls in Urban - # referred for secondary and tertiary level","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/03/2014","","","","Girls","Girls","   Urban areas - "
"376","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23724,2,"Syrian Women in Urban - # referred for secondary and tertiary level","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/01/2014","Men","Women","","","WomenMen","   Urban areas - "
"377","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23728,6,"Women - Other affected Population - # referred for secondary and tertiary level","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/02/2014","Men","Women","","","WomenMen","   Urban areas - "
"378","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23729,6,"Men - Other affected Population - # referred for secondary and tertiary level","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/03/2014","Men","","","","Men","   Urban areas - "
"379","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23729,1,"Men - Other affected Population - # referred for secondary and tertiary level","2014-04",1064,"RRP6 - Performance Indicators","Individual","2014-04","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/04/2014","Men","","","","Men","   Urban areas - "
"421","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23725,1,"Syrian Men in Urban - # referred for secondary and tertiary level","2014-07",1064,"RRP6 - Performance Indicators","Individual","2014-07","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/07/2014","Men","","","","Men","   Urban areas - "
"502","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23727,1,"Boys - Other affected Population - # referred for secondary and tertiary level","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/01/2014","","","Boys","","Boys","   Urban areas - "
"503","Ajlun",729689036,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23728,6,"Women - Other affected Population - # referred for secondary and tertiary level","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"","Indirect appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/03/2014","Men","Women","","","WomenMen","   Urban areas - "
"538","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23727,1,"Boys - Other affected Population - # referred for secondary and tertiary level","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/01/2014","","","Boys","","Boys","   Urban areas - "
"539","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23728,2,"Women - Other affected Population - # referred for secondary and tertiary level","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/06/2014","Men","Women","","","WomenMen","   Urban areas - "
"540","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23725,2,"Syrian Men in Urban - # referred for secondary and tertiary level","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/06/2014","Men","","","","Men","   Urban areas - "
"541","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23728,5,"Women - Other affected Population - # referred for secondary and tertiary level","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/01/2014","Men","Women","","","WomenMen","   Urban areas - "
"543","Ajlun",512094983,4257,652847580,"Ajlun Governorate",8,"Caritas","6. Primary Healthcare Access","HEALTH-1. Primary Healthcare Access",27880,47,"# of primary healthcare consultations provided","2014-11",1064,,"#","2014-11","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","1. Primary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/11/2014","","","","","","   Urban areas - "
"544","Ajlun",512094983,4257,652847580,"Ajlun Governorate",8,"Caritas","6. Primary Healthcare Access","HEALTH-1. Primary Healthcare Access",27880,23,"# of primary healthcare consultations provided","2014-04",1064,,"#","2014-04","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","1. Primary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/04/2014","","","","","","   Urban areas - "
"545","Ajlun",512094983,4257,652847580,"Ajlun Governorate",8,"Caritas","6. Primary Healthcare Access","HEALTH-1. Primary Healthcare Access",27880,1,"# of primary healthcare consultations provided","2014-07",1064,,"#","2014-07","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","1. Primary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/07/2014","","","","","","   Urban areas - "
"546","Ajlun",512094983,4257,652847580,"Ajlun Governorate",8,"Caritas","6. Primary Healthcare Access","HEALTH-1. Primary Healthcare Access",27880,6,"# of primary healthcare consultations provided","2014-12",1064,,"#","2014-12","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","1. Primary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/12/2014","","","","","","   Urban areas - "
"672","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23723,5,"Syrian Boys in Urban - # referred for secondary and tertiary level","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/03/2014","","","Boys","","Boys","   Urban areas - "
"673","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23723,5,"Syrian Boys in Urban - # referred for secondary and tertiary level","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/02/2014","","","Boys","","Boys","   Urban areas - "
"674","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23724,3,"Syrian Women in Urban - # referred for secondary and tertiary level","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/01/2014","Men","Women","","","WomenMen","   Urban areas - "
"675","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23728,9,"Women - Other affected Population - # referred for secondary and tertiary level","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/02/2014","Men","Women","","","WomenMen","   Urban areas - "
"676","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23728,6,"Women - Other affected Population - # referred for secondary and tertiary level","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/03/2014","Men","Women","","","WomenMen","   Urban areas - "
"677","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23727,1,"Boys - Other affected Population - # referred for secondary and tertiary level","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/02/2014","","","Boys","","Boys","   Urban areas - "
"678","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23729,1,"Men - Other affected Population - # referred for secondary and tertiary level","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/03/2014","Men","","","","Men","   Urban areas - "
"679","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23729,1,"Men - Other affected Population - # referred for secondary and tertiary level","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/02/2014","Men","","","","Men","   Urban areas - "
"680","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23724,2,"Syrian Women in Urban - # referred for secondary and tertiary level","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/06/2014","Men","Women","","","WomenMen","   Urban areas - "
"681","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23722,1,"Syrian Girls in Urban - # referred for secondary and tertiary level","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/06/2014","","","","Girls","Girls","   Urban areas - "
"695","Ajlun",1771583273,4088,652847580,"Ajlun Governorate",291,"IFRC","1. Community health volunteer teams in place","HEALTH-4. Coverage & Rehabilitation",23762,12,"# of male  community health volunteers trained and supported","2014-04",1064,"RRP6 - Performance Indicators","#","2014-04","North",,,,,"IFRC implements together with Jordan Red Crescent Society 

# of new female community health volunteers trained that month

# of new male community health volunteers trained that month","Appeal outside of RRP6","None","No"," "," ","Other","Urban areas","4. Coverage & Rehabilitation","HEALTH","1701","AJLOUN","1","North","01/04/2014","","","","","","  OtherUrban areas - "
"696","Ajlun",1771583273,4088,652847580,"Ajlun Governorate",291,"IFRC","1. Community health volunteer teams in place","HEALTH-4. Coverage & Rehabilitation",23761,4,"# of female community health volunteers trained and supported","2014-04",1064,"RRP6 - Performance Indicators","#","2014-04","North",,,,,"IFRC implements together with Jordan Red Crescent Society 

# of new female community health volunteers trained that month

# of new male community health volunteers trained that month","Appeal outside of RRP6","None","No"," "," ","Other","Urban areas","4. Coverage & Rehabilitation","HEALTH","1701","AJLOUN","1","North","01/04/2014","","","","","","  OtherUrban areas - "
"780","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23725,4,"Syrian Men in Urban - # referred for secondary and tertiary level","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/03/2014","Men","","","","Men","   Urban areas - "
"781","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23724,5,"Syrian Women in Urban - # referred for secondary and tertiary level","2014-02",1064,"RRP6 - Performance Indicators","Individual","2014-02","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/02/2014","Men","Women","","","WomenMen","   Urban areas - "
"782","Ajlun",244204318,4081,652847580,"Ajlun Governorate",8,"Caritas","1. Referral system for sec. & ter. care","HEALTH-2. Secondary Healthcare Access",23723,4,"Syrian Boys in Urban - # referred for secondary and tertiary level","2014-06",1064,"RRP6 - Performance Indicators","Individual","2014-06","North",,,,,"","Direct appeal","Caritas","Yes"," "," "," ","Urban areas","2. Secondary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/06/2014","","","Boys","","Boys","   Urban areas - "
"843","Ajlun",1514616873,4077,652847580,"Ajlun Governorate",670,"IMC","2. Reproductive Health: Comprehensive service","HEALTH-1. Primary Healthcare Access",23700,1,"Number of antenatal consultations provided to Syrian  girls under 18 in urban setting that month","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"","Indirect appeal","UNFPA","Yes"," "," "," ","Urban areas","1. Primary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/01/2014","","","","Girls","Girls","   Urban areas - "
"844","Ajlun",1514616873,4077,652847580,"Ajlun Governorate",670,"IMC","2. Reproductive Health: Comprehensive service","HEALTH-1. Primary Healthcare Access",23701,4,"Number of antenatal consultations provided to Syrian women 18 and over in urban setting that month","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"","Indirect appeal","UNFPA","Yes"," "," "," ","Urban areas","1. Primary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/01/2014","Men","Women","","","WomenMen","   Urban areas - "
"855","Ajlun",1583037519,4079,1826722391,"Liwa Qasabat Ajlun",262,"MEDAIR","4.  Infant feeding practise promotion","HEALTH-1. Primary Healthcare Access",23716,160,"# caregivers/ mothers reached with IYCF services","2014-07",1064,"RRP6 - Performance Indicators","#","2014-07","North","Qasabat  Ajloun","Ajloun",,,"","Direct appeal","MEDAIR","Yes"," "," "," ","Urban areas","1. Primary Healthcare Access","HEALTH","1701","AJLOUN","1","North","01/07/2014","","","","","","   Urban areas - "
