"","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","Indicator","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","StartDate","men","women","boy","girl","Gender","SiteType"
"11478","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24166,117,"Syrian Girls in Camp","2014-03",1064,"Impacted population this month","Individual","2014-03","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/03/2014","","","","Girls","Girls","Camp    - "
"11479","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24168,143,"Syrian Women in Camp","2014-03",1064,"Impacted population this month","Individual","2014-03","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/03/2014","Men","Women","","","WomenMen","Camp    - "
"11481","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24169,132,"Syrian Men in Camp","2014-04",1064,"Impacted population this month","Individual","2014-04","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/04/2014","Men","","","","Men","Camp    - "
"11482","Irbid",1154231133,4131,687177183,"Cyber City Refugee Center",255,"ACTED","1. Access to sanitation facilities","WASH-2. Sanitation / Protection from the spread of disease",24139,129,"Syrian Women in Camp","2014-03",1064,"Impacted population this month","Individual","2014-03","North",,,,,"Desludging in Cyber City.

Beneficiaries in Cyber City:
208 men
258 women
272 boys
262 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/03/2014","Men","Women","","","WomenMen","Camp    - "
"11483","Irbid",1154231133,4131,687177183,"Cyber City Refugee Center",255,"ACTED","1. Access to sanitation facilities","WASH-2. Sanitation / Protection from the spread of disease",24139,129,"Syrian Women in Camp","2014-02",1064,"Impacted population this month","Individual","2014-02","North",,,,,"Desludging in Cyber City.

Beneficiaries in Cyber City:
208 men
258 women
272 boys
262 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/02/2014","Men","Women","","","WomenMen","Camp    - "
"11505","Irbid",968562539,4129,1693518418,"Liwa ar Ramtha",727,"IRD","3. Access to safe water in host communities","WASH-1. Water Access",24127,21875,"Syrian Women in Urban - # having improved access to safe water","2014-01",1064,"RRP6 Impact Indicators","Individual","2014-01","North","Ar Ramtha","Ar Ramtha",,,"(moved from WASH 2.5) Jan. 2014 - Rehabilitation of Ramtha Transmission Line completed. Estimated total beneficiaries is 175,000 people. Breakdown of beneficiaries by gender/age/nationality not accessible this month; thus, the total figure was distributed evenly among beneficiary groups.

*note: this data was improperly placed under WASH output 2.5 when first reported at the end of January and has now been transferred here","Indirect appeal","UNHCR","Yes"," ","Informal Tented Settlement","Other","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/01/2014","Men","Women","","","WomenMen"," Informal Tented SettlementOtherUrban areas - "
"11593","Irbid",1057439693,4133,1778994132,"King Abdullah Park Refugee Center",255,"ACTED","3. Solid waste management in the camps.","WASH-2. Sanitation / Protection from the spread of disease",24154,234,"Syrian Girls in Camp having access to gender appropriate sanitation facilities in the schools","2014-03",1064,"RRP6 Impact Indicators","Individual","2014-03","North",,,,,"Garbage Collection. ACTED oversees solid waste management in KAP. 

Beneficiaries in KAP:
264 men
286 women
216 boys
234 girls","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/03/2014","","","","Girls","Girls","Camp    - "
"11625","Irbid",1538110929,4127,1778994132,"King Abdullah Park Refugee Center",255,"ACTED","1. Access to safe water in Camps","WASH-1. Water Access",24112,208,"Syrian Men in Camp - # with access to potable water in camps as per the agreed minimum standards.","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North",,,,,"Water supply (at least 35L per person per day) through water trucking to entire camp. 

Beneficiaries in King Abdullah Park:
208 men
258 women
272 boys
262 girls","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","1. Water Access","WASH","1707","IRBID","1","North","01/05/2014","Men","","","","Men","Camp    - "
"11632","Irbid",968562539,4129,1693518418,"Liwa ar Ramtha",727,"IRD","3. Access to safe water in host communities","WASH-1. Water Access",24129,21875,"Girls - Other affected Population - # having improved access to safe water","2014-01",1064,"RRP6 Impact Indicators","Individual","2014-01","North","Ar Ramtha","Ar Ramtha",,,"(moved from WASH 2.5) Jan. 2014 - Rehabilitation of Ramtha Transmission Line completed. Estimated total beneficiaries is 175,000 people. Breakdown of beneficiaries by gender/age/nationality not accessible this month; thus, the total figure was distributed evenly among beneficiary groups.

*note: this data was improperly placed under WASH output 2.5 when first reported at the end of January and has now been transferred here","Indirect appeal","UNHCR","Yes"," ","Informal Tented Settlement","Other","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/01/2014","","","","Girls","Girls"," Informal Tented SettlementOtherUrban areas - "
"11633","Irbid",968562539,4129,1693518418,"Liwa ar Ramtha",727,"IRD","3. Access to safe water in host communities","WASH-1. Water Access",24130,21875,"Boys - Other affected Population - # having improved access to safe water","2014-01",1064,"RRP6 Impact Indicators","Individual","2014-01","North","Ar Ramtha","Ar Ramtha",,,"(moved from WASH 2.5) Jan. 2014 - Rehabilitation of Ramtha Transmission Line completed. Estimated total beneficiaries is 175,000 people. Breakdown of beneficiaries by gender/age/nationality not accessible this month; thus, the total figure was distributed evenly among beneficiary groups.

*note: this data was improperly placed under WASH output 2.5 when first reported at the end of January and has now been transferred here","Indirect appeal","UNHCR","Yes"," ","Informal Tented Settlement","Other","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/01/2014","","","Boys","","Boys"," Informal Tented SettlementOtherUrban areas - "
"11733","Irbid",2051177889,4129,1998321274,"Liwa Bani Ubayid",76,"ACF","3. Access to safe water in host communities","WASH-1. Water Access",24127,60,"Syrian Women in Urban - # having improved access to safe water","2014-05",1064,"RRP6 Impact Indicators","Individual","2014-05","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/05/2014","Men","Women","","","WomenMen","   Urban areas - "
"11804","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24168,143,"Syrian Women in Camp","2014-02",1064,"Impacted population this month","Individual","2014-02","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/02/2014","Men","Women","","","WomenMen","Camp    - "
"11820","Irbid",2094850919,4135,288028217,"Irbid Governorate",727,"IRD","5.  Improvement/extension/rehabilitation","WASH-2. Sanitation / Protection from the spread of disease",24164,25000,"Women - Other affected Population benefiting from improvements/extension/rehabilitation of waste water systems in the areas affected by refugee influx.","2014-02",1064,"RRP6 Impact Indicators","Individual","2014-02","North",,,,,"Feb. 2014 - IRD provided Yarmouk Water Company Laboratories with new equipment. While the laboratories are in Irbid, they serve all northern governorates of Jordan. Total beneficiaries are estimated based on percentage improvement of the laboratory facilities and the populations served. Beneficiaries are distributed evenly among all age/gender/nationality groups as specific data is not accessible. ","Indirect appeal","UNHCR","Yes","Camp","Informal Tented Settlement","Other","Urban areas","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/02/2014","Men","Women","","","WomenMen","CampInformal Tented SettlementOtherUrban areas - "
"11848","Irbid",1154231133,4131,687177183,"Cyber City Refugee Center",255,"ACTED","1. Access to sanitation facilities","WASH-2. Sanitation / Protection from the spread of disease",24140,104,"Syrian Men in Camp","2014-04",1064,"Impacted population this month","Individual","2014-04","North",,,,,"Desludging in Cyber City.

Beneficiaries in Cyber City:
208 men
258 women
272 boys
262 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/04/2014","Men","","","","Men","Camp    - "
"11849","Irbid",1154231133,4131,687177183,"Cyber City Refugee Center",255,"ACTED","1. Access to sanitation facilities","WASH-2. Sanitation / Protection from the spread of disease",24137,131,"Syrian Girls in Camp","2014-03",1064,"Impacted population this month","Individual","2014-03","North",,,,,"Desludging in Cyber City.

Beneficiaries in Cyber City:
208 men
258 women
272 boys
262 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/03/2014","","","","Girls","Girls","Camp    - "
"11930","Irbid",1706482675,4129,288028217,"Irbid Governorate",727,"IRD","3. Access to safe water in host communities","WASH-1. Water Access",24129,4375,"Girls - Other affected Population - # having improved access to safe water","2014-01",1064,"RRP6 Impact Indicators","Individual","2014-01","North",,,,,"IRD's OSIR (Outreach for Services for Syrian and Iraqi Refguees) project rehabilitated the Hakama well #10 in the Irbid Governorate. The total estimated number of beneficiaries is 35,000. IRD does not have a breakdown of beneficiaries by age, gender, and nationality; thus, the total figure was divided evenly among all beneficiary groups so that the total number would be represented in the data.","Indirect appeal","UNHCR","Yes"," ","Informal Tented Settlement","Other","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/01/2014","","","","Girls","Girls"," Informal Tented SettlementOtherUrban areas - "
"11931","Irbid",1706482675,4129,288028217,"Irbid Governorate",727,"IRD","3. Access to safe water in host communities","WASH-1. Water Access",24128,4375,"Syrian Men in Urban - # having improved access to safe water","2014-01",1064,"RRP6 Impact Indicators","Individual","2014-01","North",,,,,"IRD's OSIR (Outreach for Services for Syrian and Iraqi Refguees) project rehabilitated the Hakama well #10 in the Irbid Governorate. The total estimated number of beneficiaries is 35,000. IRD does not have a breakdown of beneficiaries by age, gender, and nationality; thus, the total figure was divided evenly among all beneficiary groups so that the total number would be represented in the data.","Indirect appeal","UNHCR","Yes"," ","Informal Tented Settlement","Other","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/01/2014","Men","","","","Men"," Informal Tented SettlementOtherUrban areas - "
"11936","Irbid",1706482675,4129,288028217,"Irbid Governorate",727,"IRD","3. Access to safe water in host communities","WASH-1. Water Access",24126,4375,"Syrian Boys in Urban - # having improved access to safe water","2014-01",1064,"RRP6 Impact Indicators","Individual","2014-01","North",,,,,"IRD's OSIR (Outreach for Services for Syrian and Iraqi Refguees) project rehabilitated the Hakama well #10 in the Irbid Governorate. The total estimated number of beneficiaries is 35,000. IRD does not have a breakdown of beneficiaries by age, gender, and nationality; thus, the total figure was divided evenly among all beneficiary groups so that the total number would be represented in the data.","Indirect appeal","UNHCR","Yes"," ","Informal Tented Settlement","Other","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/01/2014","","","Boys","","Boys"," Informal Tented SettlementOtherUrban areas - "
"11976","Irbid",1331073914,4129,1785195411,"Liwa al Wasatiyah",746,"JEN","3. Access to safe water in host communities","WASH-1. Water Access",24129,162,"Girls - Other affected Population - # having improved access to safe water","2014-06",1064,"RRP6 Impact Indicators","Individual","2014-06","North","Al Wastiyya","Al Wastiyya",,,"JEN's hygiene promoters conduct training-of-trainers (TOT) sessions to teachers in public schools to promote proper hygiene practices to students. Teachers trained through JEN hygiene promoters conduct direct student sessions to ensure that students benefit from the hygiene promotion activities.","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/06/2014","","","","Girls","Girls","   Urban areas - "
"11991","Irbid",1538110929,4127,1778994132,"King Abdullah Park Refugee Center",255,"ACTED","1. Access to safe water in Camps","WASH-1. Water Access",24110,272,"Syrian Boys in Camp - # with access to potable water in camps as per the agreed minimum standards.","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North",,,,,"Water supply (at least 35L per person per day) through water trucking to entire camp. 

Beneficiaries in King Abdullah Park:
208 men
258 women
272 boys
262 girls","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","1. Water Access","WASH","1707","IRBID","1","North","01/05/2014","","","Boys","","Boys","Camp    - "
"12045","Irbid",1053450935,4135,1998321274,"Liwa Bani Ubayid",941,"RI","5.  Improvement/extension/rehabilitation","WASH-2. Sanitation / Protection from the spread of disease",24162,994,"Girls - Other affected Population benefiting from improvements/extension/rehabilitation of waste water systems in the areas affected by refugee influx.","2014-07",1064,"RRP6 Impact Indicators","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/07/2014","Men","","","Girls","GirlsMen","   Urban areas - "
"12051","Irbid",2051177889,4129,1998321274,"Liwa Bani Ubayid",76,"ACF","3. Access to safe water in host communities","WASH-1. Water Access",24128,20,"Syrian Men in Urban - # having improved access to safe water","2014-07",1064,"RRP6 Impact Indicators","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/07/2014","Men","","","","Men","   Urban areas - "
"12081","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24167,108,"Syrian Boys in Camp","2014-05",1064,"Impacted population this month","Individual","2014-05","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/05/2014","","","Boys","","Boys","Camp    - "
"12087","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24169,132,"Syrian Men in Camp","2014-02",1064,"Impacted population this month","Individual","2014-02","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/02/2014","Men","","","","Men","Camp    - "
"12101","Irbid",2094850919,4135,288028217,"Irbid Governorate",727,"IRD","5.  Improvement/extension/rehabilitation","WASH-2. Sanitation / Protection from the spread of disease",24165,25000,"Men - Other affected Population benefiting from improvements/extension/rehabilitation of waste water systems in the areas affected by refugee influx.","2014-02",1064,"RRP6 Impact Indicators","Individual","2014-02","North",,,,,"Feb. 2014 - IRD provided Yarmouk Water Company Laboratories with new equipment. While the laboratories are in Irbid, they serve all northern governorates of Jordan. Total beneficiaries are estimated based on percentage improvement of the laboratory facilities and the populations served. Beneficiaries are distributed evenly among all age/gender/nationality groups as specific data is not accessible. ","Indirect appeal","UNHCR","Yes","Camp","Informal Tented Settlement","Other","Urban areas","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/02/2014","Men","","","","Men","CampInformal Tented SettlementOtherUrban areas - "
"12105","Irbid",2051177889,4129,1998321274,"Liwa Bani Ubayid",76,"ACF","3. Access to safe water in host communities","WASH-1. Water Access",24126,77,"Syrian Boys in Urban - # having improved access to safe water","2014-06",1064,"RRP6 Impact Indicators","Individual","2014-06","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/06/2014","","","Boys","","Boys","   Urban areas - "
"12110","Irbid",1538110929,4127,1778994132,"King Abdullah Park Refugee Center",255,"ACTED","1. Access to safe water in Camps","WASH-1. Water Access",24112,208,"Syrian Men in Camp - # with access to potable water in camps as per the agreed minimum standards.","2014-01",1064,"RRP6 - Performance Indicators","Individual","2014-01","North",,,,,"Water supply (at least 35L per person per day) through water trucking to entire camp. 

Beneficiaries in King Abdullah Park:
208 men
258 women
272 boys
262 girls","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","1. Water Access","WASH","1707","IRBID","1","North","01/01/2014","Men","","","","Men","Camp    - "
"12124","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24167,108,"Syrian Boys in Camp","2014-04",1064,"Impacted population this month","Individual","2014-04","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/04/2014","","","Boys","","Boys","Camp    - "
"12163","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24168,143,"Syrian Women in Camp","2014-05",1064,"Impacted population this month","Individual","2014-05","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/05/2014","Men","Women","","","WomenMen","Camp    - "
"12207","Irbid",1053450935,4135,1998321274,"Liwa Bani Ubayid",941,"RI","5.  Improvement/extension/rehabilitation","WASH-2. Sanitation / Protection from the spread of disease",24163,204,"Boys - Other affected Population benefiting from improvements/extension/rehabilitation of waste water systems in the areas affected by refugee influx.","2014-07",1064,"RRP6 Impact Indicators","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/07/2014","Men","","Boys","","BoysMen","   Urban areas - "
"12217","Irbid",667030717,4137,1693518418,"Liwa ar Ramtha",941,"RI","2. Hygiene & water conservation awareness","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24181,3506,"Women - Other affected Population reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","2014-05",1064,"RRP6 - Performance Indicators","Individual","2014-05","North","Ar Ramtha","Ar Ramtha",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/05/2014","Men","Women","","","WomenMen","   Urban areas - "
"12290","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24166,117,"Syrian Girls in Camp","2014-04",1064,"Impacted population this month","Individual","2014-04","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/04/2014","","","","Girls","Girls","Camp    - "
"12296","Irbid",2051177889,4129,1998321274,"Liwa Bani Ubayid",76,"ACF","3. Access to safe water in host communities","WASH-1. Water Access",24125,35,"Syrian Girls in Urban - # having improved access to safe water","2014-07",1064,"RRP6 Impact Indicators","Individual","2014-07","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"12297","Irbid",2051177889,4129,1998321274,"Liwa Bani Ubayid",76,"ACF","3. Access to safe water in host communities","WASH-1. Water Access",24125,89,"Syrian Girls in Urban - # having improved access to safe water","2014-06",1064,"RRP6 Impact Indicators","Individual","2014-06","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/06/2014","","","","Girls","Girls","   Urban areas - "
"12298","Irbid",2051177889,4129,1998321274,"Liwa Bani Ubayid",76,"ACF","3. Access to safe water in host communities","WASH-1. Water Access",24127,12,"Syrian Women in Urban - # having improved access to safe water","2014-08",1064,"RRP6 Impact Indicators","Individual","2014-08","North","Bani Obayd","Bani Obayd",,,"","Direct appeal","None","Yes"," "," "," ","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/08/2014","Men","Women","","","WomenMen","   Urban areas - "
"12315","Irbid",1538110929,4127,1778994132,"King Abdullah Park Refugee Center",255,"ACTED","1. Access to safe water in Camps","WASH-1. Water Access",24109,262,"Syrian Girls in Camp - # with access to potable water in camps as per the agreed minimum standards.","2014-03",1064,"RRP6 - Performance Indicators","Individual","2014-03","North",,,,,"Water supply (at least 35L per person per day) through water trucking to entire camp. 

Beneficiaries in King Abdullah Park:
208 men
258 women
272 boys
262 girls","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","1. Water Access","WASH","1707","IRBID","1","North","01/03/2014","","","","Girls","Girls","Camp    - "
"12321","Irbid",1057439693,4133,1778994132,"King Abdullah Park Refugee Center",255,"ACTED","3. Solid waste management in the camps.","WASH-2. Sanitation / Protection from the spread of disease",24154,234,"Syrian Girls in Camp having access to gender appropriate sanitation facilities in the schools","2014-05",1064,"RRP6 Impact Indicators","Individual","2014-05","North",,,,,"Garbage Collection. ACTED oversees solid waste management in KAP. 

Beneficiaries in KAP:
264 men
286 women
216 boys
234 girls","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","2. Sanitation / Protection from the spread of","WASH","1707","IRBID","1","North","01/05/2014","","","","Girls","Girls","Camp    - "
"12329","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24169,132,"Syrian Men in Camp","2014-05",1064,"Impacted population this month","Individual","2014-05","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/05/2014","Men","","","","Men","Camp    - "
"12335","Irbid",1742416460,4129,1010756749,"Liwa al Kurah",746,"JEN","3. Access to safe water in host communities","WASH-1. Water Access",24129,649,"Girls - Other affected Population - # having improved access to safe water","2014-06",1064,"RRP6 Impact Indicators","Individual","2014-06","North","Al Koura","Al Koura",,,"JEN's hygiene promoters conduct training-of-trainers (TOT) sessions to teachers in public schools to promote proper hygiene practices to students. Teachers trained through JEN hygiene promoters conduct direct student sessions to ensure that students benefit from the hygiene promotion activities.","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Water Access","WASH","1707","IRBID","1","North","01/06/2014","","","","Girls","Girls","   Urban areas - "
"12343","Irbid",2030862596,4136,687177183,"Cyber City Refugee Center",255,"ACTED","1. Promotion of hygiene & water conservation","WASH-3. Hygiene Promotion & Hygiene Products Delivery",24167,108,"Syrian Boys in Camp","2014-02",1064,"Impacted population this month","Individual","2014-02","North",,,,,"ACTED is the largest hygiene promotion actor operating in Za’atari Camp and is the only hygiene promotion actor operating in Cyber City and King Abdullah Park. As of 31 January 2014, ACTED’s Hygiene Promotion Team in Za’atari Camp consisted of 75 Syrian Hygiene Promoters, 10 Hygiene Promotion Distributors, and 16 Hygiene Promotion Supervisors. Both King Abdullah Park and Cyber City each had one hygiene promoter.

Beneficiaries in Cyber City:
132 men
143 women
108 boys
117 girls
","Indirect appeal","UNICEF","Yes","Camp"," "," "," ","3. Hygiene Promotion & Hygiene Products Deliv","WASH","1707","IRBID","1","North","01/02/2014","","","Boys","","Boys","Camp    - "
