"","sector","StartDate","Category","activity","Indicator","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"5489","WASH","01/05/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Men","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",45,"Individual","Liwa Bani Ubayid","North","Urban"
"5490","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Men","ACF","   Urban areas - ","Direct appeal","None","Yes","1","1707",5,"Individual","Liwa Bani Ubayid","North","Urban"
"5491","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Men","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1707",46,"Individual","Irbid Governorate","North","Urban"
"5492","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","BALQA","Men","OXFAM","   Urban areas - ","Indirect appeal","None","No","2","1702",235,"Individual","Al Balqa Governorate","Center","Urban"
"5493","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",3750,"Individual","Liwa ar Ramtha","North","Urban"
"5494","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Men","WVI","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",678,"Individual","Zarqa City","North","Urban"
"5495","WASH","01/01/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1707",21875,"Individual","Liwa ar Ramtha","North","Urban"
"5496","WASH","01/04/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water",,"Men","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,260,"Individual","Liwa al Hashimiyyah",,"Urban"
"5497","WASH","01/10/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Men","ACTED"," Informal Tented Settlement Urban areas - ","Direct appeal","None","Yes","1","1712",40,"Individual","Zarqa Governorate","North","Urban"
"5498","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","MAFRAQ","Men","ACTED","Camp  Urban areas - ","Direct appeal","None","Yes","1","1711",34,"Individual","Mafraq Governorate","North","Urban"
"6225","WASH","01/03/2014","1. Water Access","1. Access to safe water in Camps","# with access to potable water in camps as per the agreed minimum standards.","BALQA","Men","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",1.105,"Individual","Al Balqa Governorate","Center","Urban"
"6226","WASH","01/03/2014","1. Water Access","1. Access to safe water in Camps","# with access to potable water in camps as per the agreed minimum standards.","ZARQA","Men","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","1","1712",1105,"Individual","Zarqa Governorate","North","Urban"
"6403","WASH","01/05/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","IRBID","Men","ACF","   Urban areas - ","Appeal outside of RRP6","None","No","1","1707",54,"Individual","Liwa Bani Ubayid","North","Urban"
"6404","WASH","01/05/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","BALQA","Men","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","2","1702",2637,"Individual","Al Balqa Governorate","Center","Urban"
"6405","WASH","01/05/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","ZARQA","Men","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",1292,"Individual","Zarqa Governorate","North","Urban"
"6406","WASH","01/05/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","IRBID","Men","RI","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1707",501,"Individual","Liwa ar Ramtha","North","Urban"
"6407","WASH","01/07/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","ZARQA","Men","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",21,"Individual","Zarqa Governorate","North","Urban"
"6408","WASH","01/07/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","BALQA","Men","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","2","1702",14,"Individual","Al Balqa Governorate","Center","Urban"
"6409","WASH","01/05/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities",,"Men","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,23,"Individual","Liwa al Hashimiyyah",,"Urban"
"6410","WASH","01/05/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","MAFRAQ","Men","RI","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",88,"Individual","Mafraq City","North","Urban"
"6411","WASH","01/03/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities",,"Men","WVI","   Urban areas - ","Appeal outside of RRP6","None","No",,,16,"Individual","Liwa al Hashimiyyah",,"Urban"
"6412","WASH","01/06/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","BALQA","Men","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","2","1702",93,"Individual","Al Balqa Governorate","Center","Urban"
"6413","WASH","01/12/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","AJLOUN","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",57,"Individual","Ajlun Governorate","North","Urban"
"6414","WASH","01/06/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","AMMAN","Men","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","2","1705",76,"Individual","Amman Governorate","Center","Urban"
"6415","WASH","01/04/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","MAFRAQ","Men","IRD"," Informal Tented SettlementOtherUrban areas - ","Indirect appeal","UNHCR","Yes","1","1711",7,"Individual","Mafraq Governorate","North","Urban"
"6416","WASH","01/11/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","MAFRAQ","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",52,"Individual","Mafraq Governorate","North","Urban"
"6417","WASH","01/10/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","IRBID","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1707",4,"Individual","Irbid Governorate","North","Urban"
"6418","WASH","01/12/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","IRBID","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1707",355,"Individual","Irbid Governorate","North","Urban"
"6419","WASH","01/01/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","BALQA","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1702",191,"Individual","Al Balqa Governorate","Center","Urban"
"6420","WASH","01/11/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","JARASH","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1708",91,"Individual","Jarash Governorate","North","Urban"
"6421","WASH","01/06/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","IRBID","Men","ACF","   Urban areas - ","Appeal outside of RRP6","None","No","1","1707",67,"Individual","Liwa Bani Ubayid","North","Urban"
"6422","WASH","01/12/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","ZARQA","Men","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1712",12,"Individual","Zarqa City","North","Urban"
"6423","WASH","01/07/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","MAFRAQ","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",220,"Individual","Mafraq Governorate","North","Urban"
"6424","WASH","01/12/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","MAFRAQ","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",42,"Individual","Mafraq Governorate","North","Urban"
"6425","WASH","01/09/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","IRBID","Men","ACF","   Urban areas - ","Appeal outside of RRP6","None","No","1","1707",34,"Individual","Liwa Bani Ubayid","North","Urban"
"6426","WASH","01/05/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","MAFRAQ","Men","RI","   Urban areas - ","Indirect appeal","UNICEF","Yes","1","1711",140,"Individual","Liwa al Badiyah ash Shamaliyah al Gharbiyah","North","Urban"
"6427","WASH","01/10/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","MAFRAQ","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",44,"Individual","Mafraq Governorate","North","Urban"
"6428","WASH","01/11/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","IRBID","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1707",299,"Individual","Irbid Governorate","North","Urban"
"6429","WASH","01/12/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","JARASH","Men","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1708",29,"Individual","Jarash Governorate","North","Urban"
"6430","WASH","01/08/2014","3. Hygiene Promotion & Hygiene Products Deliv","2. Hygiene & water conservation awareness","# reached through hygiene messages and demonstrate knowledge of key hygiene practices in host communities","IRBID","Men","ACF","   Urban areas - ","Appeal outside of RRP6","None","No","1","1707",4,"Individual","Liwa Bani Ubayid","North","Urban"
"6506","WASH","01/04/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Girls","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",607,"Individual","Al Balqa Governorate","Center","Urban"
"6507","WASH","01/04/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Girls","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",820,"Individual","Al Balqa Governorate","Center","Urban"
"6508","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Girls","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",388,"Individual","Al Balqa Governorate","Center","Urban"
"6509","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Girls","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",655,"Individual","Zarqa Governorate","North","Urban"
"6510","WASH","01/04/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Girls","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",1580,"Individual","Zarqa Governorate","North","Urban"
"6511","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Girls","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",655,"Individual","Zarqa Governorate","North","Urban"
"6512","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Girls","OXFAM"," Informal Tented Settlement   - ","Indirect appeal","None","Yes","2","1702",65,"Individual","Al Balqa Governorate","Center","Urban"
"6513","WASH","01/05/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Girls","OXFAM","   Urban areas - ","Indirect appeal","None","No","2","1702",1974,"Individual","Al Balqa Governorate","Center","Urban"
"6514","WASH","01/06/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Girls","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",751,"Individual","Zarqa Governorate","North","Urban"
"6515","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Girls","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",680,"Individual","Al Balqa Governorate","Center","Urban"
"6516","WASH","01/05/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Girls","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",2700,"Individual","Zarqa Governorate","North","Urban"
"6517","WASH","01/06/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Girls","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",271,"Individual","Al Balqa Governorate","Center","Urban"
"6518","WASH","01/05/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Girls","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",72,"Individual","Al Balqa Governorate","Center","Urban"
"6758","WASH","01/06/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",789,"Individual","Zarqa Governorate","North","Camp"
"6759","WASH","01/04/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",1659,"Individual","Zarqa Governorate","North","Camp"
"6760","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",683,"Individual","Zarqa Governorate","North","Camp"
"6761","WASH","01/06/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",277,"Individual","Al Balqa Governorate","Center","Camp"
"6762","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",698,"Individual","Al Balqa Governorate","Center","Camp"
"6763","WASH","01/05/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","No","2","1702",2248,"Individual","Al Balqa Governorate","Center","Camp"
"6764","WASH","01/05/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",2835,"Individual","Zarqa Governorate","North","Camp"
"6765","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","ZARQA","Boys","OXFAM","   Urban areas - ","Appeal outside of RRP6","None","No","1","1712",682,"Individual","Zarqa Governorate","North","Camp"
"6766","WASH","01/04/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",626,"Individual","Al Balqa Governorate","Center","Camp"
"6767","WASH","01/04/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",842,"Individual","Al Balqa Governorate","Center","Camp"
"6768","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM"," Informal Tented Settlement   - ","Indirect appeal","None","Yes","2","1702",66,"Individual","Al Balqa Governorate","Center","Camp"
"6769","WASH","01/02/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","AJLOUN","Boys","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1701",25,"Individual","Ajlun Governorate","North","Camp"
"6770","WASH","01/03/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",399,"Individual","Al Balqa Governorate","Center","Camp"
"6771","WASH","01/05/2014","1. Water Access","4. Improvement/extension/rehabilitation","# benefiting from improved access to safe water in schools and in the host communities.","BALQA","Boys","OXFAM","   Urban areas - ","Indirect appeal","None","Yes","2","1702",74,"Individual","Al Balqa Governorate","Center","Camp"
"7243","WASH","01/10/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Men","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",1579,"Individual","Zaatari District 6","North","Camp"
"7244","WASH","01/11/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Women","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",1842,"Individual","Zaatari District 6","North","Camp"
"7245","WASH","01/10/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Girls","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",2201,"Individual","Zaatari District 6","North","Camp"
"7246","WASH","01/11/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Men","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",1579,"Individual","Zaatari District 6","North","Camp"
"7247","WASH","01/10/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Women","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",1842,"Individual","Zaatari District 6","North","Camp"
"7248","WASH","01/11/2014","1. Water Access","2. Safe water in public places in camps.","# having access to safe water in schools, youth/child friendly spaces and in public places","Camps","Girls","OXFAM","Camp    - ","Indirect appeal","None","No","5","2",2201,"Individual","Zaatari District 6","North","Camp"
"7249","WASH","01/10/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","ZARQA","Men","ACTED"," Informal Tented Settlement Urban areas - ","Direct appeal","None","Yes","1","1712",31,"Individual","Zarqa Governorate","North","other Affected"
"7250","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","MAFRAQ","Boys","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1711",343,"Individual","Mafraq Governorate","North","Camp"
"7251","WASH","01/03/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Girls","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",12,"Individual","Ajlun Governorate","North","other Affected"
"7252","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AJLOUN","Women","ACTED"," Informal Tented SettlementOtherUrban areas - ","Direct appeal","None","Yes","1","1701",76,"Individual","Ajlun Governorate","North","Urban"
"7253","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","JARASH","Women","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1708",21,"Individual","Jarash Governorate","North","Urban"
"7254","WASH","01/02/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","IRBID","Women","ACTED","  OtherUrban areas - ","Direct appeal","None","Yes","1","1707",77,"Individual","Irbid Governorate","North","Urban"
"7255","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","BALQA","Girls","OXFAM","   Urban areas - ","Indirect appeal","None","No","2","1702",271,"Individual","Al Balqa Governorate","Center","Urban"
"7256","WASH","01/06/2014","1. Water Access","3. Access to safe water in host communities","# having improved access to safe water","AMMAN","Girls","JEN","   Urban areas - ","Indirect appeal","UNICEF","Yes","2","1705",397,"Individual","Liwa Naur","Center","other Affected"
