"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"38302","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",20928,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Girls","Camp"
"38303","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",22175,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Boys","Camp"
"38304","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",15387,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Men","Camp"
"38305","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",17371,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Women","Camp"
"38306","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",20889,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Girls","Camp"
"38307","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",20867,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Girls","Camp"
"38308","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",17331,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Women","Camp"
"38309","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",17350,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Women","Camp"
"38310","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",15341,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Men","Camp"
"38311","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",15405,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","ZaatariCamp","Men","Camp"
"38312","% of WOMEN_IN_HOST_COMMUNITY with acceptable food consumption","%",403,"LWF","01/04/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Host Community"
"38313","%  of SYRIAN_MEN_IN_URBAN with acceptable food consumption","%",428,"LWF","01/03/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Urban"
"38315","% of SYRIAN_WOMEN_IN_URBAN with acceptable food consumption","%",1001,"LWF","01/03/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Women","Urban"
"38319","%  of MEN_IN_HOST_COMMUNITY with acceptable food consumption","%",604,"LWF","01/04/2016","Appeal outside of 3RP","None - Fund direct from Donors","No","[REF 1.1.1]Food Assistance","Central","FOOD","ZARQA","Men","Host Community"
"38320","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",610,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38321","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",613,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38322","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",604,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38323","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",625,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"38324","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",645,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38325","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",604,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38326","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",715,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"38327","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",717,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"38328","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",618,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"38329","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",608,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38330","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",707,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"38331","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",610,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38332","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",613,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"38333","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",715,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"38334","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",627,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"38335","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",635,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38336","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",625,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"38337","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",622,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"38338","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",647,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38339","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",715,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"38340","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",712,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"38341","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",647,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38342","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",641,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38343","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",625,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Girls","Host Community"
"38344","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",610,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38345","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",650,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38346","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",701,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Boys","Host Community"
"38347","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",647,"WFP","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","South","FOOD","AQABAH","Men","Host Community"
"38348","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"38349","% of SYRIAN_BOYS_IN_URBAN with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Urban"
"38350","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Camp"
"38351","% of WOMEN_IN_HOST_COMMUNITY with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38352","% of SYRIAN_BOYS_IN_CAMPS with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Camp"
"38353","%  of SYRIAN_MEN_IN_CAMPS with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Camp"
"38354","#  of SYRIAN_MEN_IN_URBAN receiving food assistance","# men",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Urban"
"38355","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38356","% of GIRLS_IN_HOST_COMMUNITY with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"38357","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"38358","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"38359","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38360","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38361","# of SYRIAN_WOMEN_IN_URBAN receiving food assistance","# women",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Women","Urban"
"38362","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"38363","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",18350,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38364","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38365","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",13763,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38367","% of SYRIAN_WOMEN_IN_URBAN with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Women","Urban"
"38368","% of SYRIAN_GIRLS_IN_CAMPS with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Camp"
"38369","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",20728,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"38371","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"38372","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",29360,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"38373","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"38374","% of BOYS_IN_HOST_COMMUNITY with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"38376","% of SYRIAN_WOMEN_IN_CAMPS with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Women","Camp"
"38377","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38378","# of SYRIAN_GIRLS_IN_URBAN receiving food assistance","# girls",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Urban"
"38379","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Women","Camp"
"38380","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",21376,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"38381","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",30277,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"38382","%  of SYRIAN_MEN_IN_URBAN with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Urban"
"38383","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38384","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"38385","# of SYRIAN_BOYS_IN_URBAN receiving food assistance","# boys",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Urban"
"38386","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38387","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"38388","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"38389","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38390","% of SYRIAN_GIRLS_IN_URBAN with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Urban"
"38391","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",12955,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38392","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Camp"
"38393","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"38394","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",9716,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38395","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38396","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Camp"
"38397","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38399","%  of MEN_IN_HOST_COMMUNITY with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"38400","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",162,"WFP","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"38401","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",60,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
"38402","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",166,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"38403","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",166,"WFP","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"38404","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",162,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"38405","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",171,"WFP","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
"38406","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",163,"WFP","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Women","Camp"
"38407","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",57,"WFP","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Girls","Camp"
"38408","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",171,"WFP","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance","North","FOOD","IRBID","Boys","Camp"
