"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"90","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",2738,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"91","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",4849,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"92","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",1551,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"94","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",9192,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"95","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",3658,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"96","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",3658,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"100","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",1291,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"101","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",3618,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"103","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",5783,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"104","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",2740,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"105","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",4085,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"106","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",2019,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"107","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",1839,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"108","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",3284,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"109","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",5605,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"111","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",5605,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"112","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",8458,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"113","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",2742,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"114","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",5605,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"115","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",4642,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"117","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",3658,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"118","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",3618,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"119","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",6287,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"123","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",4642,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"125","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",4642,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"127","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",2744,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"131","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",6705,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"3669","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"3671","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",2740,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"3674","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",2744,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"3676","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",3618,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"3678","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",4658,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"3680","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",3658,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"3681","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"3682","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",2738,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"3683","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",3618,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"3686","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",5605,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"3687","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",3658,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"3689","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",4658,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"3690","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Girls","Camp"
"3691","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"3692","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",2742,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"3693","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",5605,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","Central","BASICNEEDS","AzraqCamp","Boys","Camp"
"9248","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",18,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9254","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",18,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9257","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",323,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9261","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",20,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9262","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",485,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9263","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",22,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9269","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",247,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9270","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",10,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9271","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",286,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9273","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",301,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9274","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",8,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9276","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",6,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9278","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",325,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9279","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",324,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9288","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",22,"CARE","01/02/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9290","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",46,"CARE","01/06/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9292","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",191,"CARE","01/06/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9293","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",73,"CARE","01/07/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9297","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",28,"CARE","01/05/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9298","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",83,"CARE","01/05/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9299","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",31,"CARE","01/04/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9300","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",8,"CARE","01/03/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Women","Camp"
"9303","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",284,"CARE","01/07/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9305","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",128,"CARE","01/04/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9306","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",66,"CARE","01/03/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"9309","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",21,"CARE","01/02/2016","Direct Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","Central","BASICNEEDS","AzraqCamp","Men","Camp"
"10734","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",0,"SCI","01/02/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10735","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",0,"SCI","01/04/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10736","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",216,"SCI","01/05/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10737","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",0,"SCI","01/03/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"10738","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",0,"SCI","01/01/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"10739","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",0,"SCI","01/02/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"10740","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",0,"SCI","01/01/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10741","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",215,"SCI","01/05/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"10742","# of NEW SYRIAN_BOYS_IN_CAMPS accessing pre-primary education services","# of boys",0,"SCI","01/03/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Boys","Camp"
"10743","# of NEW SYRIAN_GIRLS_IN_CAMPS accessing pre-primary education services","# of girls",0,"SCI","01/04/2016","Direct Implementation","None - Fund direct from Donors",(unknown),"[REF3.1.1]Access to KG centres","Central","EDUCATION","AzraqCamp","Girls","Camp"
"13114","# of NEW SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",371,"RI","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"13115","# of NEW SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",107,"RI","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"13116","# of EXISTING SYRIAN_BOYS_IN_CAMPS who benefit from remedial classes","#",355,"RI","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Boys","Camp"
"13117","# of EXISTING SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",294,"RI","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
"13118","# of EXISTING SYRIAN_GIRLS_IN_CAMPS who benefit from remedial classes","#",319,"RI","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF3.2.5]Remedial Education","Central","EDUCATION","AzraqCamp","Girls","Camp"
